order_id,customer_id,sku,category,price,qty,order_date,region
O00847,C0086,SKU013,clothing,1093,9,2026-06-09,bangkok
O00848,C0073,SKU010,electronics,533,7,2026-03-01,bangkok
O00849,C0154,SKU019,clothing,1808,9,2026-01-04,bangkok
O00850,C0101,SKU032,home,104,1,2026-01-27,bangkok
O00851,C0118,SKU010,electronics,561,5,2026-04-01,bangkok
O00852,C0178,SKU032,home,111,9,2026-01-24,phuket
O00853,C0018,SKU042,food,448,3,2026-02-17,bangkok
O00854,C0034,SKU049,food,1350,9,2026-01-22,phuket
O00855,C0175,SKU017,clothing,1168,4,2026-04-30,chiang_mai
O00856,C0121,SKU024,books,1849,6,2026-02-28,phuket
O00857,C0047,SKU037,home,1551,2,2026-04-24,phuket
O00858,C0162,SKU036,home,453,7,2026-04-05,phuket
O00859,C0072,SKU001,electronics,1063,3,2026-04-30,phuket
O00860,C0105,SKU013,clothing,1154,3,2026-04-25,chiang_mai
O00861,C0020,SKU025,books,372,10,2026-04-02,bangkok
O00862,C0060,SKU013,clothing,984,4,2026-06-03,khon_kaen
O00863,C0053,SKU007,electronics,1449,8,2026-04-20,khon_kaen
O00864,C0075,SKU015,clothing,325,9,2026-05-06,phuket
O00865,C0180,SKU008,electronics,1757,7,2026-05-26,bangkok
O00866,C0073,SKU007,electronics,1671,2,2026-05-02,khon_kaen
O00867,C0144,SKU044,food,259,3,2026-02-02,khon_kaen
O00868,C0004,SKU004,electronics,1297,4,2026-02-02,bangkok
O00869,C0015,SKU017,clothing,1029,7,2026-03-09,khon_kaen
O00870,C0088,SKU040,home,191,8,2026-02-19,phuket
O00871,C0138,SKU024,books,2000,6,2026-03-05,khon_kaen
O00872,C0127,SKU001,electronics,1087,6,2026-03-19,chiang_mai
O00873,C0153,SKU005,electronics,271,8,2026-05-24,chiang_mai
O00874,C0046,SKU031,home,1261,2,2026-05-13,bangkok
O00875,C0153,SKU011,clothing,1957,1,2026-05-01,khon_kaen
O00876,C0105,SKU046,food,1254,7,2026-01-02,phuket
O00877,C0073,SKU008,electronics,1976,8,2026-01-10,bangkok
O00878,C0011,SKU020,clothing,2000,4,2026-05-19,phuket
O00879,C0101,SKU022,books,1637,8,2026-03-05,chiang_mai
O00880,C0199,SKU032,home,111,10,2026-03-12,chiang_mai
O00881,C0139,SKU049,food,1375,4,2026-06-09,chiang_mai
O00882,C0044,SKU046,food,1028,8,2026-06-25,khon_kaen
O00883,C0144,SKU029,books,611,6,2026-05-12,phuket
O00884,C0114,SKU018,clothing,1140,6,2026-05-24,chiang_mai
O00885,C0021,SKU021,books,449,8,2026-05-04,bangkok
O00886,C0141,SKU050,food,771,6,2026-02-18,khon_kaen
O00887,C0090,SKU039,home,566,9,2026-03-19,bangkok
O00888,C0058,SKU020,clothing,1704,1,2026-05-11,phuket
O00889,C0130,SKU050,food,888,4,2026-03-06,chiang_mai
O00890,C0063,SKU037,home,1550,8,2026-01-19,chiang_mai
O00891,C0161,SKU013,clothing,997,9,2026-02-05,phuket
O00892,C0191,SKU047,food,713,7,2026-06-28,phuket
O00893,C0180,SKU005,electronics,293,10,2026-05-02,khon_kaen
O00894,C0012,SKU017,clothing,1322,2,2026-01-08,phuket
O00895,C0022,SKU013,clothing,872,8,2026-02-04,chiang_mai
O00896,C0149,SKU028,books,1016,7,2026-03-05,phuket
O00897,C0170,SKU022,books,1839,6,2026-05-03,phuket
O00898,C0072,SKU024,books,2000,4,2026-03-16,bangkok
O00899,C0097,SKU043,food,1497,4,2026-04-09,bangkok
O00900,C0041,SKU043,food,1278,7,2026-02-17,phuket
O00901,C0024,SKU005,electronics,253,9,2026-01-15,chiang_mai
O00902,C0125,SKU019,clothing,13109,10,2026-02-20,bangkok
O00903,C0009,SKU021,books,556,10,2026-05-11,khon_kaen
O00904,C0066,SKU025,books,295,7,2026-05-25,chiang_mai
O00905,C0014,SKU017,clothing,1222,3,2026-05-25,phuket
O00906,C0144,SKU014,clothing,1809,3,2026-02-09,khon_kaen
O00907,C0069,SKU042,food,482,2,2026-06-04,chiang_mai
O00908,C0161,SKU046,food,1324,5,2026-03-12,bangkok
O00909,C0015,SKU027,books,858,9,2026-06-06,chiang_mai
O00910,C0179,SKU026,books,1974,1,2026-01-11,phuket
O00911,C0016,SKU005,electronics,314,1,2026-02-28,khon_kaen
O00912,C0124,SKU001,electronics,1110,7,2026-03-06,bangkok
O00913,C0109,SKU001,electronics,955,8,2026-01-25,khon_kaen
O00914,C0091,SKU011,clothing,1966,9,2026-04-30,khon_kaen
O00915,C0134,SKU047,food,577,5,2026-04-14,phuket
O00916,C0001,SKU013,clothing,1069,8,2026-02-14,bangkok
O00917,C0089,SKU013,clothing,1092,1,2026-05-16,chiang_mai
O00918,C0135,SKU018,clothing,1166,10,2026-04-02,phuket
O00919,C0079,SKU005,electronics,277,2,2026-04-20,khon_kaen
O00920,C0001,SKU022,books,1548,3,2026-01-20,chiang_mai
O00921,C0117,SKU026,books,1676,8,2026-01-14,khon_kaen
O00922,C0129,SKU020,clothing,2000,6,2026-04-27,phuket
O00923,C0132,SKU050,food,976,6,2026-01-27,chiang_mai
O00924,C0110,SKU040,home,169,8,2026-03-19,chiang_mai
O00925,C0120,SKU036,home,465,3,2026-05-24,chiang_mai
O00926,C0140,SKU036,home,434,6,2026-03-05,khon_kaen
O00927,C0074,SKU029,books,608,5,2026-04-29,khon_kaen
O00928,C0042,SKU021,books,453,4,2026-03-30,phuket
O00929,C0088,SKU005,electronics,263,8,2026-04-24,chiang_mai
O00930,C0115,SKU018,clothing,886,10,2026-03-29,phuket
O00931,C0144,SKU006,electronics,1140,3,2026-06-04,khon_kaen
O00932,C0039,SKU010,electronics,483,1,2026-06-03,chiang_mai
O00933,C0091,SKU044,food,257,5,2026-05-18,phuket
O00934,C0006,SKU024,books,1993,10,2026-04-13,phuket
O00935,C0114,SKU014,clothing,1765,2,2026-01-23,phuket
O00936,C0173,SKU043,food,1404,8,2026-05-24,bangkok
O00937,C0081,SKU004,electronics,1662,7,2026-06-05,khon_kaen
O00938,C0112,SKU020,clothing,1719,7,2026-06-01,chiang_mai
O00939,C0186,SKU015,clothing,347,6,2026-05-01,bangkok
O00940,C0082,SKU017,clothing,1197,2,2026-02-19,phuket
O00941,C0019,SKU027,books,923,9,2026-02-16,phuket
O00942,C0102,SKU021,books,549,6,2026-02-23,khon_kaen
O00943,C0146,SKU010,electronics,538,3,2026-06-12,chiang_mai
O00944,C0169,SKU041,food,204,10,2026-05-03,khon_kaen
O00945,C0094,SKU037,home,1627,1,2026-05-30,bangkok
O00946,C0175,SKU042,food,365,5,2026-03-23,khon_kaen
O00947,C0106,SKU031,home,1436,6,2026-05-17,khon_kaen
O00948,C0109,SKU012,clothing,227,10,2026-04-16,chiang_mai
O00949,C0049,SKU044,food,271,3,2026-06-01,bangkok
O00950,C0044,SKU011,clothing,11456,9,2026-05-09,phuket
O00951,C0084,SKU035,home,440,6,2026-06-25,bangkok
O00952,C0140,SKU044,food,310,9,2026-01-10,chiang_mai
O00953,C0113,SKU049,food,1443,10,2026-02-08,khon_kaen
O00954,C0057,SKU007,electronics,1507,5,2026-05-18,phuket
O00955,C0161,SKU045,food,195,6,2026-01-06,bangkok
O00956,C0183,SKU028,books,896,5,2026-03-15,chiang_mai
O00957,C0061,SKU028,books,937,3,2026-05-07,phuket
O00958,C0105,SKU018,clothing,1004,10,2026-05-15,khon_kaen
O00959,C0138,SKU009,electronics,1274,9,2026-05-16,phuket
O00960,C0116,SKU015,clothing,319,6,2026-01-09,bangkok
O00961,C0144,SKU045,food,173,2,2026-01-25,chiang_mai
O00962,C0001,SKU047,food,567,7,2026-03-17,bangkok
O00963,C0183,SKU047,food,576,1,2026-05-14,phuket
O00964,C0059,SKU012,clothing,218,6,2026-05-05,phuket
O00965,C0095,SKU006,electronics,1210,7,2026-03-28,chiang_mai
O00966,C0109,SKU039,home,661,5,2026-06-02,khon_kaen
O00967,C0179,SKU045,food,181,5,2026-01-09,chiang_mai
O00968,C0110,SKU019,clothing,1938,10,2026-03-11,chiang_mai
O00969,C0015,SKU034,home,255,3,2026-05-22,khon_kaen
O00970,C0178,SKU012,clothing,245,10,2026-06-12,bangkok
O00971,C0194,SKU041,food,201,6,2026-05-01,phuket
O00972,C0130,SKU029,books,617,4,2026-02-16,chiang_mai
O00973,C0031,SKU048,food,914,4,2026-05-01,khon_kaen
O00974,C0199,SKU009,electronics,1196,9,2026-03-06,chiang_mai
O00975,C0126,SKU043,food,1245,8,2026-06-22,phuket
O00976,C0174,SKU033,home,460,5,2026-01-06,phuket
O00977,C0024,SKU010,electronics,522,2,2026-04-27,khon_kaen
O00978,C0096,SKU009,electronics,1573,10,2026-03-07,khon_kaen
O00979,C0104,SKU027,books,1077,9,2026-01-30,chiang_mai
O00980,C0172,SKU004,electronics,1306,7,2026-01-10,bangkok
O00981,C0011,SKU022,books,1733,7,2026-04-16,khon_kaen
O00982,C0112,SKU048,food,1070,2,2026-06-04,phuket
O00983,C0159,SKU034,home,341,10,2026-04-25,phuket
O00984,C0052,SKU035,home,439,5,2026-03-25,chiang_mai
O00985,C0070,SKU009,electronics,1236,2,2026-01-21,chiang_mai
O00986,C0194,SKU003,electronics,428,8,2026-03-28,khon_kaen
O00987,C0094,SKU018,clothing,950,59,2026-03-07,chiang_mai
O00988,C0068,SKU015,clothing,395,9,2026-02-27,khon_kaen
O00989,C0109,SKU033,home,447,3,2026-03-06,chiang_mai
O00990,C0156,SKU032,home,122,6,2026-06-06,chiang_mai
O00991,C0051,SKU026,books,2000,3,2026-06-12,phuket
O00992,C0010,SKU043,food,1512,7,2026-02-25,khon_kaen
O00993,C0045,SKU019,clothing,1737,2,2026-04-13,phuket
O00994,C0136,SKU022,books,1884,7,2026-03-07,bangkok
O00995,C0164,SKU022,books,2000,10,2026-03-12,bangkok
O00996,C0085,SKU032,home,133,4,2026-03-31,chiang_mai
O00997,C0064,SKU035,home,386,7,2026-01-12,khon_kaen
O00998,C0131,SKU049,food,1382,1,2026-02-26,chiang_mai
O00999,C0161,SKU021,books,550,1,2026-06-09,khon_kaen
O01000,C0044,SKU038,home,33,9,2026-05-18,phuket
